,ID,title,verified,stars,body,date,Month,Year,Mentioned purchase time?,Mentioned battery and reliability info?,Review was updated?,"In box problem, no problem, out of box problem? (-1, 0, 1)",Problem with equipment/accesories?,Problem with customer service?,Comments,"How many months between purchase time and the review submission date? (1-less than 1 month, 2- 1 to 6 month, 3- 6 to 12 months, 4- more than 12 months)",Battery failure? 0 or 1
305,Amazon Customer,Pretty shocked — still new though,Verified Purchase,5.0 out of 5 stars,"Hey y’all so I wasn’t sure if I could rely on the best product and service here but honestly I’m so happy I gave it a go! I ordered the phone and by the next day before sundown it was in my hands in a fedex bubbler mailer - it was in an Amazon renewed box and already had power . Transportation of SIM card and previous iPhone material was super simple ! Even better it comes with SIM card device remover , block and charger (seem nice) , and a screen protector! I’m definitely pleased so far but I’m writing this not even a day of having phone in use so let’s just hope I can continue to be happy with this phone for a very long time!! I went from an iPhone 6se to this so from that standpoint I must say Apple why are so addictive??!! Lol bye guys hope whatever you choose brings you happiness too :)",22-Apr-22,April,2022,1,0,0,0,0,0,,1,0
306,Madonna Cooper,Bought for my husband and he love it.,Verified Purchase,5.0 out of 5 stars,Nice phone,17-Aug-22,August,2022,0,0,0,0,0,0,,0,0
307,Kibs nelson,Battery life did not exceed 80%,Verified Purchase,3.0 out of 5 stars,"The phone came in great physical condition and almost looked brand new. However, battery life did not exceed 80% as advertised.",23-Sep-22,September,2022,0,1,0,0,0,0,,0,1
308,Lindsay,Returning,Verified Purchase,3.0 out of 5 stars,The item came quickly. It came with a charger and was on 10% when it arrived - not a big deal. I noticed a couple of tiny scratches - again no big deal. The problem was that when I turned the phone on i could see a small white dot on the bottom right of the screen. When I looked this up it said that it could be caused by the battery pressed up against the screen and could not be repaired unless we replaced the screen and it could be due to an enlarged battery. Sounded like a red flag to me. Returning and going through another seller. Fingers crossed the next one is in better condition.,20-Jul-22,July,2022,0,0,0,-1,0,0,,0,0
309,Jess,"Power Button came stuck, cannot use it",Verified Purchase,4.0 out of 5 stars,"when i ordered this phone everything was fine, till i went to go screenshot something and my power button was stuck, my phone wont even turn off, i have to wait till it turns off by itself, ill just sell it.",15-May-22,May,2022,0,0,0,-1,0,0,,0,0
310,Annie Pointon,Awesome!,Verified Purchase,5.0 out of 5 stars,I love this phone!It looks and works like it’s brand new.I highly recommend it Well worth the money.,3-Aug-22,August,2022,0,0,0,0,0,0,,0,0
311,Jose,la bateria vino menos de lo esperado,Verified Purchase,3.0 out of 5 stars,el producto vino como nuevo en apariencia pero vino con menos del 80% de la batería,25-Sep-22,September,2022,,,,,,,,,0
312,Jake N.,Amazing Quality + Came with 100% Battery Health and Perfect Condition!,Verified Purchase,5.0 out of 5 stars,"My iphone 11 came with 100% Battery Health and with Perfect Quality! I switched from android, and this experience is WAYYY better than my experience on android!",28-Jul-22,July,2022,0,1,0,0,0,0,,0,0
313,karla Aragon,Hasta el momento bien,Verified Purchase,4.0 out of 5 stars,Estamos a unos días probándolo y no ha dado problema,16-Jun-22,June,2022,,,,,,,,,0
314,Paul Kelly,What you’d expect for used,Verified Purchase,4.0 out of 5 stars,Good value,25-Jun-22,June,2022,0,0,0,0,0,0,,0,0
315,Alex,works perfectly.,Verified Purchase,4.0 out of 5 stars,"works perfectly. The only thing is that it have little scratches, but It have scratches, but it’s almost impossible to see them. The battery life is at 88 so I’m ok with that",17-May-22,May,2022,0,1,0,0,0,0,,0,0
316,Ely,So far so good,Verified Purchase,5.0 out of 5 stars,"Well I have nothing but Good things to say about this product , great quality and battery last a good amount of time , they sent me a screen protector glass thing but it came cracked but it’s all good as long as the the phone was good condition . I want to say thanks and please keep sending out good quality phones like this because now I feel like if in the near future I need a other phone I’ll definitely come back to you guys so please keep it up and only send out great quality phones like this .",10-Jun-22,June,2022,0,1,0,0,1,0,,0,0
317,Sassychelle,Great Customer Support,Verified Purchase,5.0 out of 5 stars,"The phone arrived within the time frame the seller stated. Looks great no scratches looked new. Battery life not sure yet it does last all day and I use my phone a lot. However I felt my Note 9 lasted longer.When I received the phone I had some hurtles. I had Verizon and wanted to switch to ATT. I took it to Costco Kiosk and they had all sorts of issues. My options were return the phone or try taking it to ATT store. Communication with the seller was outstanding! I initially did it via Amazon chat and then I asked for a phone number. When I called I got a voicemail and though hmm they are not going to call back. But they did, the person who I spoke with was fantastic. ATT was able to transfer my service without a problem.The morale of the story is don’t give up if it doesn’t work the 1st time. I am happy that I have an almost new phone with spending over $1000.I highly recommend buying phones through this seller!",26-Mar-22,March,2022,0,1,0,0,0,0,,0,0
318,kenny lai,bateria llego con 83%,Verified Purchase,3.0 out of 5 stars,"01 equipo llego sin cargador y el otro si , uno llego un poco mas con detalles esteticos",22-Sep-22,September,2022,,,,,,,,,0
319,Angie L.,Great quality for the price!,Verified Purchase,4.0 out of 5 stars,The only complaint I have is the battery power drain. I wanted a longer battery support.,4-Jun-22,June,2022,0,1,0,0,0,0,,0,1
320,Joseph Shackleford,Fine except for a few things,Verified Purchase,3.0 out of 5 stars,"The entire phone is great. An authentic Apple device, no scratches or cracks on the screen, perfect cosmetic condition, perfect cameras, etc etc. However there are two very notable issues I discovered not long after acquiring this phoneFirst is the bottom speaker must have been replaced with a generic one, because it's quite low quality. Not enough to ruin the phone, but noticeably poor.Second is the battery. The phone arrived with an 89% battery health. A fair health that will last me a long time, but it's not 100%, meaning they did not bother replacing it which means I'm not going to experience 17 hour battery life as advertised. Very sadOther than that, the phone is surprisingly great. Expected much worse",8-Jul-22,July,2022,0,1,0,-1,0,0,,0,0
321,Rosalba☺,Cómo nuevo,Verified Purchase,5.0 out of 5 stars,Se ve como nuevo solo el cargador que venía incluido no funciona,6-Aug-22,August,2022,,,,,,,,,0
322,Valentin Reynoso,Happy with the purchase,Verified Purchase,5.0 out of 5 stars,"Excellent delivery time, product condition also excellent.",9-Aug-22,August,2022,0,0,0,0,0,0,,0,0
323,Christine,Nice phone for the price,Verified Purchase,4.0 out of 5 stars,It's a great phone but I gave it 4 stars because it came with a scratch on the screen and there is no fingerprint reader.,22-May-22,May,2022,0,0,0,-1,0,0,,0,0
324,Lynnette Ikenberry,Love ❤️,Verified Purchase,5.0 out of 5 stars,Love this phone! It works and looks like brand new. Great price and fast shipping. My first time with facial recognition and that is so quick and easy to use!,23-Jul-22,July,2022,0,0,0,0,0,0,,0,0
325,Ngoc Le,Iphone 11 256gb,Verified Purchase,4.0 out of 5 stars,So far so good,22-Jun-22,June,2022,0,0,0,0,0,0,,0,0
326,Lea,Good Phone Overal,Verified Purchase,4.0 out of 5 stars,"Came faster than expected! Only thing is it didn’t come with a sim ejector tool, so be aware of that.",27-May-22,May,2022,0,0,0,0,1,0,,0,0
327,Misty,Would not work with sprint ):,Verified Purchase,4.0 out of 5 stars,Would not work with sprint service,16-Jun-22,June,2022,0,0,0,-1,0,0,means not unlocked,0,0
328,Sanjar,"Battery 82%, good condition",Verified Purchase,4.0 out of 5 stars,"IPhone 11 128GB unlocked. Phone itself in a good condition, I am very glad. It's pity that batter capacity at 82%, not exactly what I expected.",20-May-22,May,2022,0,1,0,0,0,0,,0,0
329,Amazon Customer,Expected more,Verified Purchase,3.0 out of 5 stars,"We are not sure if we will send it back. I did not come in any original packaging. Of course it said that sometimes it won't and this did not. Nor original charger. There is a noticeable scratch on the screen and the back has marks from a previous case - no big deal because we bought a case. This is for my daughter and she is just elated to have it so she doesn't want to send it back. Yet this is the 2nd phone we have purchased from Amazon renewed and this one is not in as good of condition. No where on the packaging does the guarantee which came in the packaging does it state that the phone must function at last at 90% of its battery capacity. At first use, the battery went to like 70 ish percent after a hour of use where we just tried to set the phone up. I tried to not buy this from the reseller called KISS, but Amazon didn't give me another option. Perhaps this particular reseller isn't that great. Not sure yet.",10-May-22,May,2022,0,1,0,-1,1,0,,0,0
330,Kathie Z.,Looks great but,Verified Purchase,3.0 out of 5 stars,This phone is awesome except the messages are not working. Talked to Apple and my carrier and they both said I would have return the phone :( Was happy with everything else. The return process is easy so thankful for that!,30-Aug-22,August,2022,0,0,0,-1,0,0,,0,0
331,Stone Polisher,Arrived with dead battery....84% life when charged,Verified Purchase,3.0 out of 5 stars,"Phone arrived with completely dead battery. After several hours charging, battery health was 84%. No telling how fast the phone will die from here, but for a ""renewed"" phone, this feels like I overpaid for a phone that needs a new battery and will not last very long. I will return. Seller indicates a restocking fee. I will update on the return process. The phone came and was loose in the small mailing box. No extra padding to protect the phone. Phone arrived okay with no visible damage. Overall, it looks like this phone was rushed out the door to me, and has a bad or failing battery. I hope the return policy works, because this phone has a battery issue.",2-Jul-22,July,2022,0,1,0,0,0,0,,0,0
332,Peggy Lucas,Refurbished with non apple parts,Verified Purchase,4.0 out of 5 stars,my phone says apple parts were not used to refurbish and I may have problems,31-May-22,May,2022,0,0,0,-1,0,0,,0,0
333,Aliecia,Recommend! Was in Mint condition,Verified Purchase,5.0 out of 5 stars,"I had some thought and did some research buying a refurbished phone. The phone itself came in mint condition! No cracks or scratches. Works smoothly with no issues, good battery life. Just to verify! if you get an unlocked phone and have a hard time wonder why your SIM card is going through but says “no service”… before you get paranoid… (go to the settings…select general…. Select about…then scroll till you see carrier lock… it should say (NO SIM RESTRICTIONS).. that’s how you know it’s unlocked to any carrier. If your SIM does go through but it read’s it with no service you have to go to your carrier and have them switch the SIM card on to your new phone from your old device. You’re welcome! I very recommend, do your research before purchasing. Enjoy your day",11-May-22,May,2022,0,1,0,0,0,0,,0,0
334,Ramachandran,Crackling Sound,Verified Purchase,3.0 out of 5 stars,"crackling sound , specially during call",27-Sep-22,September,2022,0,0,0,-1,0,0,,0,0
335,Michael S Wu,"this iphone was not certified by Apple, the attachment is not the same as apple package",Verified Purchase,3.0 out of 5 stars,"I like it because it was delievered on schedule,I am disappointed it because the entire package not include the attachment as the Apple packagesuch as no earphone, no ubs charge.",8-Sep-22,September,2022,0,0,0,0,1,0,,0,0
