,body,target,polarity,subjectivity,camera,charger,price,quality,brand,update,speaker,battery health,screen/ display,shell condition,camera_ CA score ,charger_ CA score ,price_ CA score ,quality_ CA score ,brand_ CA score ,update_ CA score ,speaker_ CA score ,battery health_ CA score ,screen/ display_ CA score ,shell condition_ CA score 
868,"My boyfriend just bought me this phone as a late anniversary gift since he knew I had been wanting one, it came unlocked as it was stated. I wish it didn’t have little bits of scratches in the corners shown in the pictures but once I put a case on it won’t matter. I also would of liked the battery life to be 100% but again, I’m just glad it looks as good as it does and I appreciate that it even already had a screen protector on it. And it came super fast! Thanks so much (:",1,0.2866666666666666,0.6933333333333334,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0
869,"Happy with the product except for the fact that I came with a battery health of 88%. I know they only guarantee a minimum health of 80%, but of all the refurbished phones I’ve gotten in the past, this one is the lowest health I’ve ever seen. All my others have been around 95-97%. It kind of sucks to get a new-to-me phone and know I’m going to have to drop more money on a new battery soon",1,0.175,0.575,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
870,Everything fine. I was afraid of buying this but I don't regret it.,1,-0.09166666666666665,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,"It's a good buy, but the charger didn't work.",1,0.7,0.6000000000000001,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
872,Todo funciona correctamente,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,There is a blur on the startup screen. There are also several scratches on the screen and the camera. This phone is not in good shape. I will be returning this phone.,1,0.7,0.6000000000000001,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,4,0
874,"Phone came in good shape. No issues so far. No scratches, dents, or missing glass in the screen. Works well. Battery seems to hold pretty good.",1,0.7,0.6000000000000001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0
875,Extremely happy with this purchase from Avant,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,"The media could not be loaded.




 It’s a good phone but the reason why I give it 4 stars is because I had to unlocked the FaceTime and imessages ( from turning green ) on. If have any of those difficulties please contact apple right away and they’ll help you. You’ll thank me in the future. 💯if you notice , the purple phone always tends to work better than the other colors phone by looking at these reviews.",1,0.3214285714285714,0.4839285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,This phone was delivered earlier than expected! It was packaged well and looks brand new! No damages or scratches. Battery life is great. The phone came with a charger and key to open the sim tray. Definitely worth it!!!,1,0.275,0.4625,0,1,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0
878,"i desperately needed a new phone. my phone was starting to give out not only because my old phone was outdated (iPhone 7+), but it was starting to have so many problems. trust me, i did so much research and looking up what type of new phone i should get. i looked for months on end while my old phone was still in good condition. the iPhone 11 was honestly the best purchase i got, it’s so new and improved that i don’t ever wanna switch back to Samsung. i’ve gotten used to the no home button that when i first got it, i didn’t know how to use it😂best part was that i got the iPhone 11 unlocked and it works with my straight talk so i’m pretty pumped about that.thank you!!",1,0.7,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
879,Great buy,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,"It’s perfect <3 My date got me this phone as a v times day gift and I just absolutely love it there’s no problems at all (not a paid review lol :,> ) there are a few scratches on the side but it’s nothing a phone case can’t fix the back and front came with no scratches for me but for everyone it may be different there are absolutely NO issues with the phone easy to get in adding you Apple ID and everything it’s just a overall good phone! So if your having second thoughts about ordering this Don’t it’s indeed the real deal :> ok I’m done now follow me on Instagram and tik tok tho and if you need more information on this feel free to contact me @Jxstsalt on Instagram and tik tok <3",1,0.46666666666666673,0.5499999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,faulty speaker,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
882,"The media could not be loaded.




 En general bien. Algunos rayones pero nada importante. Creo que no perdí nada al comprarlo. Llegó de un día para otro",1,0.22500000000000003,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,My primary phone - saved me a lot of money - have not found anything below my expectations.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,"El equipo llegó como nuevo, ninguna rayadura, la batería dura bastantes horas. Muy buena compra :)",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,looks New. you can not imagine that it is renewed item. thanks,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,I bought this refurbished. It was in excellent condition except for 3 small chips to screen. I paid $500 and it is well worth it. Why buy a new version when you can wait a year and buy a refurbished one for half the price?,1,-0.03888888888888889,0.2222222222222222,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
887,"Arrived on time, and looked like new.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,Overall the phone is nice but little things like me constantly getting notifications because the screen was repaired not at an apple facility or my AirPods breaking up and disconnecting constantly (when they are new and it worked just fine on my old phone) those things annoy me anything else is fine,1,0.2866666666666667,0.5333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
889,"Phone arrived in acceptable shape. There was a light scuff on the upper left of the screen, but placing screen protector on it caused it not to be seen. I was able to transfer data from my Android phone, but when testing a phone call was unable to hear the person whom I called, even with the volume set all the way up. The speaker box had normal sound. I requested a return and the vendor is cooperating.",1,0.23750000000000002,0.4375,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,2,0
890,I was hopeful that the phone would be somewhat decent but it really scratched up. I drop my current IPhone all the time but it doesn’t look like that. Looks like an old phone that never used screen protector. Decided to just pay extra $100 and buy a new one.,1,0.05555555555555555,0.3888888888888889,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
891,"A good product for value. I found other phones that were $30-$60 cheaper, and this phone did come with some slight cosmetic problems on the body. But overall I chose to go with this product due to 1)it coming with accessories, 2) it had the option of getting a protection warranty, and 3) it being an Amazon trusted item with the ability to return.Battery life is at 91% capacity which is good.",1,0.41111111111111115,0.45555555555555555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
892,Phone came with a screen protector and in decent condition. Only scratches were paint around the camera. But pretty much brand new looking! Ordering another for family!,1,0.16666666666666666,0.6666666666666666,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1
893,Nice iphone just a battery health on 75% but so far all good,1,0.6499999999999999,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
894,Very good condition and an excellent price!! Not a mark on it and will definitely purchase again,1,0.7,0.6000000000000001,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4
895,I waa skeptical about getting this iPhone because it was a renewed product and it was via Amazon not an iPhone dealer. My kid had received a couple of hundred dollars in Amazon gift cards and some cash for her birthday. I wanted her to have a new phone but I didn't want to be under a contract so purchasing was the best bet. I read the reviews and read up on the Amazon Renewed program and it seemed like a good deal. The gift cards helped defray the cost. She got what she wanted in perfect condition. I purchased the warranty for extra protection and we took it to Metro PCS by T-Mobile and they set it up without a hitch. I will use the Renewed program again. I saved about $100 over the cost of a new phone and was able to purchase a case and shield with change to spare.,1,0.675,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
896,"The front-facing camera looked scratched and any photos taken with the front camera were very fuzzy and out of focus. The face ID recognition didn't work either. The rest of the phone seemed to work fine, but I was very disappointed by the front camera quality and returned it immediately.",1,0.4166666666666667,0.5,3,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0
897,"After reading some of the reviews I was a little nervous however, phone arrived just about brand new. Glass had no imperfections, phone had no scratches. No internal issues, sound, quick loss of battery. Functions as a new phone.I'm pleasantly surprised",1,0.48888888888888893,0.6222222222222222,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0
898,Had to put into dfu mode with a cable and my Mac to be able to get it to come back. Returned it and had to order elsewhere due to them being out of this model,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,"Works great! Have had for 6 months now, no issues.One minor kink is that blue tooth will fall out all of a sudden. But that seems to be only thing, which is totally fine. Great purchase.",1,0.28095238095238095,0.5071428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,My phone had %90 battery health and came with a screen protector. It's looking good so far. Recommended!,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0
901,"It will overheat and sometimes the screen had delayed reaction, Other than that it works fine",1,0.4166666666666667,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
902,Purchased thus phone for my daughter and she loves it. Not only does it look brand new it also works like it's brand new. My daughter only orders her phones from this seller and she's always pleased with her purchases.,1,0.5,0.6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
903,El único detalle fue unos rayones pero son pequeños de ahí en mas el dispositivo es una maravilla,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,No headphones set provided.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,4 stars because there were a few tiny scratches on the screen but everything else was in good condition. Got exactly what I ordered. Battery capacity at 100%,1,0.475,0.42500000000000004,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,3,3
906,I was quite surprised by the high quality of the device I received. It came in a timely manner. It arrived in a better condition that I expected. I’ve had it a couple weeks now and seems to be working well.,1,0.33,0.52,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2
907,"100% battery and looks brand new. Very happy and did not expect the battery to be new, especially since it was a renewed phone and not renewed premium.",1,0.0,0.0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0
908,I bought it for my son who broke his last one. He's very happy with it. It was in prefect shape and the battery life is excellent so far,1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
909,"El telefono funciona perfecto, reconocimiento facial y bateria excelente, tiene un detalle importante en una de las esquinas, pero eso no afecta su uso, elResto impecable, gracias",1,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,I ordered this phone for over $500 on here. It’s supposed to be a renewed fully unlocked phone. Upon receiving the phone I noticed pits and scratches on back of phone which was a no biggie since I have a case for it. But upon installing my SIM card from my existing boost iPhone into this phone and it wouldn’t work. It just said no service on top corner of phone. I then went to Boost website to try to activate it and then I noticed that they had the same phone for $449. So decided to send this back and order from boost and I know o won’t have any issues when I transfer my SIM card from my existing phone.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,This was a very good purchase and the seller met our expectation.,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,"The media could not be loaded.




 While to the eye it's alright at first impression, the phone is has a lot of issues. The ""like new"" description, and the overall positive reviews of a renewed device seemed promising. However the device I received was COVERED in scratches, it hadn't even been wiped off it seems.The top volume button as well is sticky, I don't believe this device was even cleaned. In the era of COVID, that's a bit concerning. If it weren't for the hardware inside working alright this would've been a total flop.While I am glad to have an IPhone, I am not glad to have had the wrong idea from the plethora of reviews of the Renewed service. I thought I would be receiving a ""Like New"" product, not a Iphone that was just chucked out.Overall, it's a good phone. The renewed service however needs some work. At the very least cleaning should've been done.",1,0.2761904761904762,0.8071428571428573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,I love my iPhone when I got it there was nothing wrong with it no scratches no cracks or dents and most importantly no water damage everything works fine,1,0.1388888888888889,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,Was delivered fast and works grate,1,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,Everything is perfect. Like a brand new. Great purchase.,1,0.9,0.875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
916,Work perfectly fine,1,0.7083333333333334,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,"Device was so dirty that I hardly couldn’t hear the word. The next day I was to use the service for sending the item back was so costly that I spent some extra money. Shame, the seller!Would say, there wasn’t any refurbishment.",1,-0.14583333333333334,0.3208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,"i was extremely nervous to buy a phone online, but this phone is well worth it.",1,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,All was good,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,"My dauther was very happy with it, thats all it matters to me.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,"If there is ever a phone I was ever so pleased with, it’s this one. I got it during quarantine time because I had accidentally put my old phone in the washer. Anyway, this phone is excellent for a refurbished. From face recognition, battery life span, camera quality, storage, I wouldn’t ask for a better phone. I would definitely recommend it to anyone looking to but iPhone 11 for an affordable price, one year now and my phone is still intact. Bought another one for my brother and he was not disappointed. I also got them in their apple packaging with accessories which is unbelievable because I thought I wouldn’t by the comments. 10 stars, get you this phone.",1,0.5,0.5,1,0,1,1,0,0,0,1,0,0,3,0,3,3,0,0,0,3,0,0
